food_id,food_name,type_of_food,food_genre
15565,Brown-Scott,Bread Products,"non vegetarian,baked"
31923,"Campbell, Jones and Williams",Cakes,"non vegetarian,sweet"
9523,Scott-Holmes,International ,"non vegetarian,frozen food"
5585,Pope Ltd,Cookies/Biscuits,"non vegetarian,baked"
4024,"Hammond, Rodriguez and Glover",International ,"non vegetarian,frozen food"
2406,"Salazar, Abbott and Daniels",Cakes,"non vegetarian,baked"
19573,Green Group,Cakes,"non vegetarian,baked"
10349,"Gonzalez, Moore and Griffith",Candy,"vegetarian,sweet,artificial flavours"
30585,White-Martinez,Candy,"vegetarian,sweet,artificial flavours"
4451,"Bates, Obrien and Medina",Candy,"vegetarian,sweet,artificial flavours"
17959,Pena Group,Candy,"vegetarian,sweet,artificial flavours"
5475,Suarez LLC,Candy,"vegetarian,sweet,artificial flavours"
12867,May-Roberson,Candy,"vegetarian,sweet,artificial flavours,gluten free"
2566,Campbell and Sons,Candy,"vegetarian,sweet,artificial flavours"
6822,Mcgee-Jones,Candy,"vegetarian,sweet,artificial flavours"
3290,Garcia-Davis,Candy,"vegetarian,sweet,artificial flavours,gluten free"
8240,Adams PLC,Candy,"vegetarian,sweet,artificial flavours"
547,Jones-Wilson,Chips,"vegetarian,baked"
1630,Kennedy-Mckenzie,Chips,"vegetarian,baked, cheese"
9595,"Wiley, Turner and Craig",Chips,"vegetarian,baked, spicy"
27619,Reed-Mills,Chips,"vegetarian,baked,salty"
10901,Harper-Burton,Chips,"vegetarian,baked, cheese"
2309,"Leonard, Hernandez and Russell",Chips,"vegetarian,baked, spicy"
2023,Johnson Ltd,Chips,"vegetarian,baked,salty "
6920,"Campbell, Randall and Sanders",Chips,"vegetarian,baked, cheese"
693,Mata-Bennett,Chips,"vegetarian,baked"
6645,"Hays, Smith and Ferguson",Chips,"vegetarian,baked, spicy"
17205,Sellers-Davis,Chocolates,"vegan, chocolate,gluten free,sweet"
8550,Dixon-Spears,Chocolates,"vegan, chocolate,gluten free,salty"
14073,Willis-Conrad,Chocolates,"vegan, dark chocolate,gluten free, bitter"
6557,Schultz-Fitzgerald,Chocolates,"vegan, chocolate,gluten free,sweet"
8178,Stevenson Group,Chocolates,"vegan, chocolate,salty"
5862,"Wright, Hanson and Shaffer",Chocolates,"vegan, chocolate, extra dark"
20929,Hall-Roth,Chocolates,"vegan, chocolate, extra dark"
33498,Ortiz-Cunningham,Chocolates,"vegan, dark chocolate,gluten free, bitter"
8150,Hess-Adams,Candy,"vegetarian,sweet, fruit flavours,gluten free"
7596,King Group,Candy,"vegetarian,sweet, fruit flavours "
1850,Lopez-Dougherty,Candy,"vegetarian,sweet, fruit flavours "
30155,Landry and Sons,Candy,"vegetarian,sweet, fruit flavours,gluten free"
12579,"Brown, Washington and James",Candy,"vegetarian,sweet, fruit flavours "
31762,"Richardson, Smith and Rice",Chocolates,"vegetarian, chocolate,gluten free,sweet"
8141,Gomez Group,Chocolates,"vegetarian, chocolate, caramel"
6994,Hebert LLC,Chocolates,"vegetarian, dark chocolate,gluten free, bitter"
3448,"Mills, Richardson and Stewart",Chocolates,"vegetarian, chocolate,gluten free,sweet"
10465,Richardson-Hayes,Bread Products,"vegetarian,baked"
1162,"Griffin, Roberts and Harris",Bread Products,"non vegetarian,baked"
1071,"Miller, Hurst and Tucker",Cakes,non vegetarian
21479,"Hill, Parker and Johnson",Bread Products,vegan
24713,"Wilcox, Cooper and Jacobs",Cookies/Biscuits,vegan
8848,Waters Ltd,Crepes,vegan
9587,Gray Inc,International ,vegan
11595,"Thompson, Allen and Hughes",Cakes,"vegetarian,baked,sweet"
22215,Wilson LLC,Jams,vegetarian
30912,Wyatt Group,Cakes,"vegan,healthy"
4213,Olsen PLC,Bread Products,vegan
7759,Vasquez PLC,Bread Products,"vegan,healthy"
2770,Jones Inc,International ,vegan
4948,Clark Group,Bread Products,vegan
5369,Mcintyre-Hogan,Yogurt ,"vegan,healthy"
1582,Blackburn and Sons,Bread Products,vegan
25169,Conway PLC,Cookies/Biscuits,vegan
31668,Jennings and Sons,Crepes,vegan
30178,King PLC,International ,vegan
33023,"Moore, Poole and Nichols",Cakes,"vegetarian,baked,sweet"
2516,Garza-Mata,Jams,vegetarian
12411,"Rogers, Lopez and Roach",Cakes,"vegetarian,baked,sweet"
1959,"Cole, Garcia and Bird",Bread Products,"vegetarian,baked"
16233,Gibson and Sons,International ,"vegetarian,frozen food"
16574,Gonzales Inc,International ,"vegetarian,frozen food"
1994,Fitzgerald-Diaz,International ,"vegetarian,frozen food"
33326,Robinson Group,Cakes,"vegetarian,baked"
6688,"Cannon, Rose and Jones",Cookies/Biscuits,"vegetarian,baked"
3120,Howard-Wilson,Bread Products,"vegetarian,baked"
1494,White-Hunter,Bread Products,"non vegetarian,baked"
3518,"Tucker, Martin and Lopez",Cakes,non vegetarian
11769,"Hart, Johnson and Garcia",Bread Products,"non vegetarian,baked,salty"
16646,"Austin, Mora and Contreras",Bread Products,"non vegetarian,baked"
7405,Lee-Armstrong,Cakes,"non vegetarian,sweet"
2738,"Haynes, Bowman and Beasley",International ,"non vegetarian,frozen food"
511,"Gonzalez, Evans and Richardson",Cookies/Biscuits,"non vegetarian,baked"
23367,Daniels-Blackwell,International ,"non vegetarian,frozen food"
7376,Beard-Becker,Cakes,"non vegetarian,baked"
12433,Jones-Chan,Cakes,"non vegetarian,baked"
30652,Larson and Sons,Candy,"vegetarian,sweet,artificial flavours"
15177,Cox-Medina,Candy,"vegetarian,sweet,artificial flavours"
22435,Neal-Petersen,Candy,"vegetarian,sweet,artificial flavours"
16397,Hansen-Hayes,Candy,"vegetarian,sweet,artificial flavours"
31113,Vazquez-Moore,Candy,"vegetarian,sweet,artificial flavours"
818,"Sims, Mason and Duffy",Candy,"vegetarian,sweet,artificial flavours,gluten free"
1100,Wilkerson-Morgan,Candy,"vegetarian,sweet,artificial flavours"
21507,"Banks, Smith and Allen",Candy,"vegetarian,sweet,artificial flavours"
4599,Nguyen-Barnes,Candy,"vegetarian,sweet,artificial flavours,gluten free"
3115,Gonzalez-Anderson,Candy,"vegetarian,sweet,artificial flavours"
5308,"White, Murillo and Mccann",Chips,"vegetarian,baked"
6425,"Carroll, Fitzgerald and Sims",Chips,"vegetarian,baked, cheese"
6987,Walton-Boone,Chips,"vegetarian,baked, spicy"
2537,"Mueller, Hall and Clark",Chips,"vegetarian,baked,salty"
7334,Perez-Holmes,Chips,"vegetarian,baked, cheese"
17295,"Hardy, Curtis and Booker",Chips,"vegetarian,baked, spicy"
6496,Hernandez-Smith,Chips,"vegetarian,baked,salty "
9972,"Tate, Bowen and Byrd",Chips,"vegetarian,baked, cheese"
23333,"Johnson, Gomez and Walter",Chips,"vegetarian,baked"
7252,"Forbes, Contreras and Hughes",Chips,"vegetarian,baked, spicy"
2196,"Price, Weiss and Davidson",Chocolates,"vegan, chocolate,gluten free,sweet"
9598,Jordan and Sons,Chocolates,"vegan, chocolate,gluten free,salty"
17897,"Norman, Gonzales and Taylor",Chocolates,"vegan, dark chocolate,gluten free, bitter"
7723,Joyce-Powell,Chocolates,"vegan, chocolate,gluten free,sweet"
7169,Brooks Group,Chocolates,"vegan, chocolate,salty"
9172,Sanders Ltd,Chocolates,"vegan, chocolate, extra dark"
1856,Ward Group,Chocolates,"vegan, chocolate, extra dark"
3723,"Miller, Beck and Bishop",Chocolates,"vegan, dark chocolate,gluten free, bitter"
5725,Adams LLC,Candy,"vegetarian,sweet, fruit flavours,gluten free"
29301,Houston-Silva,Candy,"vegetarian,sweet, fruit flavours "
33795,"Moore, Lee and Harvey",Candy,"vegetarian,sweet, fruit flavours "
18449,Sanchez-Stafford,Candy,"vegetarian,sweet, fruit flavours,gluten free"
28381,White-Jones,Candy,"vegetarian,sweet, fruit flavours "
4719,Lee-Price,Chocolates,"vegetarian, chocolate,gluten free,sweet"
3877,Valenzuela-Hall,Chocolates,"vegetarian, chocolate, caramel"
445,Vazquez and Sons,Chocolates,"vegetarian, dark chocolate,gluten free, bitter"
17969,Lyons PLC,Chocolates,"vegetarian, chocolate,gluten free,sweet"
4033,"Stone, Wilson and Nash",Chocolates,"vegetarian, chocolate,salty"
176,King and Sons,Chocolates,"vegetarian, chocolate,sweet"
30865,"Glover, Becker and Spears",Chocolates,"vegetarian, chocolate, waffer"
7818,Mccarthy-Jackson,Chocolates,"vegetarian, chocolate, waffer"
16576,Yates Ltd,Chocolates,"vegetarian, dark chocolate, bitter"
19029,Spence and Sons,Chocolates,"vegetarian, chocolate,sweet"
12131,Salinas PLC,Chocolates,"vegetarian, chocolate,sweet, almonds"
24699,"Miller, Sanchez and Wallace",Chocolates,"vegetarian, chocolate, caramel"
6077,Edwards-Becker,Chips,"vegan,baked"
231,Rogers-Brown,Chips,"vegan,baked, cheese"
9164,"Saunders, Mclean and Monroe",Chips,"vegan,baked, spicy"
25965,"Alexander, Wilson and Leon",Chips,"vegan,baked,salty"
31049,Pearson LLC,Chips,"vegan,baked, cheese"
4095,Shaw-Bell,Chips,"vegan,baked, spicy"
2285,"Rodriguez, Johnson and Morrison",Chips,"vegan,baked,salty "
6215,"Farley, Lewis and Robbins",Chips,"vegan,baked, cheese"
12485,"Calhoun, Glover and Morrison",Chips,"vegan,baked"
1552,Gomez-Lopez,Chips,"vegan,baked, spicy"
6992,Walls-Mullen,Chips,"non vegetarian,baked"
32065,"Dunlap, Velazquez and Scott",Chips,"non vegetarian,baked, cheese"
31091,Williams-Goodman,Chips,"non vegetarian,baked, spicy"
23989,"Moore, Roberts and Thomas",Chips,"non vegetarian,baked,salty"
6695,Farley LLC,Chips,"non vegetarian,baked, cheese"
1628,Stevenson-Acosta,Chips,"non vegetarian,baked, spicy"
3898,Jacobs-Perry,Chips,"non vegetarian,baked,salty "
7740,Harrison-Blake,Chips,"non vegetarian,baked, cheese"
2244,Gregory-Rowe,Chips,"non vegetarian,baked"
2068,Jennings-Hensley,Chips,"non vegetarian,baked, spicy"
7705,Soto-Willis,Cookies/Biscuits,"vegetarian,baked"
3989,Lambert Ltd,Cookies/Biscuits,"vegetarian,baked"
309,Caldwell Group,Cookies/Biscuits,"vegetarian,baked"
7610,"Lee, Green and Taylor",Cookies/Biscuits,"vegetarian,baked"
6095,Kelly-Washington,Cookies/Biscuits,"vegetarian,baked"
1542,"Hoffman, Brown and Johnson",Crepes,non vegetarian
1828,Brandt-Long,Crepes,non vegetarian
2019,Oconnell-Davila,Crepes,non vegetarian
3808,"Daniels, Harris and Garcia",Crepes,vegetarian
8152,Mendoza Group,Crepes,vegetarian
13993,"Gardner, Price and Davis",Crepes,vegetarian
21809,Hunter-Proctor,Protien Bars,"vegan,gluten free,healthy"
3155,Powell PLC,Protien Bars,"vegan,healthy"
11505,Rivas LLC,Protien Bars,"non vegetarian,healthy"
1899,Foley Group,Protien Bars,"vegetarian,gluten free,healthy"
1188,Pugh-Wilson,Protien Bars,"vegan,gluten free,healthy"
25641,Davis LLC,Protien Bars,"vegetarian,gluten free,healthy"
3936,"Figueroa, Lopez and George",Protien Bars,"non vegetarian,healthy"
6523,"Hinton, Perez and Richmond",Protien Bars,"vegetarian,gluten free,healthy"
4566,Simmons-Cook,Protien Bars,"vegetarian,gluten free,healthy"
29035,Jones-Glenn,Protien Bars,"non vegetarian,healthy"
839,Black LLC,Energy Bars,"non vegetarian,healthy"
30390,Pace LLC,Energy Bars,"vegan,healthy"
11561,Cooper Group,Energy Bars,"vegan,healthy"
6899,"Diaz, Macias and Gould",Energy Bars,"non vegetarian,healthy"
6900,Clark Inc,Energy Bars,"vegan,healthy"
2102,Strickland-Roberts,Energy Bars,"non vegetarian,healthy"
773,George PLC,Energy Bars,"vegetarian,gluten free,healthy"
13967,"Hobbs, Maldonado and Garcia",Energy Bars,"vegetarian,gluten free,healthy"
7691,Allen Inc,Energy Bars,"non vegetarian,healthy"
4584,"Charles, Phelps and Bauer",International ,"vegetarian, fried "
346,"Reyes, Hayden and Hughes",International ,"vegetarian, fried"
7463,Christian PLC,Cakes,"vegetarian,baked,sweet"
11537,Villarreal-Flores,Yogurt ,vegetarian
10330,"Carpenter, Thomas and Barker",Yogurt ,"vegan,healthy"
9991,Clark and Sons,Yogurt ,"vegetarian,healthy"
8132,Conrad-Hobbs,Yogurt ,"vegan,healthy"
15979,Alvarez-Huff,Yogurt ,"vegetarian,healthy"
1157,Rogers Inc,Yogurt ,"non vegetarian,healthy"
3151,Johnson-Mcconnell,Bread Products,"non vegetarian,baked,sweet"
141,Hebert Group,Bread Products,vegetarian
8196,Ramsey-Davis,Bread Products,"vegetarian,baked,salty"
1561,Chen-Hubbard,Bread Products,non vegetarian
24417,Davis LLC,Bread Products,"vegetarian,healthy"
1984,Thomas Ltd,Bread Products,"vegetarian,baked,sweet"
7247,Shepherd-West,Bread Products,"non vegetarian,healthy"
9782,Calderon-Ramirez,Bread Products,"non vegetarian,baked,salty"
11873,Bryant-Lopez,Cookies/Biscuits,"non vegetarian,baked"
1938,Marsh Inc,Cookies/Biscuits,"vegetarian,gluten free,healthy"
32039,Davidson Group,Cookies/Biscuits,"vegetarian,gluten free,healthy"
10263,Huff Group,Cakes,"vegan,healthy"
1862,Gray-Turner,Cakes,"vegetarian,baked"
13675,Sanders PLC,Cakes,"vegetarian,baked"
17879,Weiss Inc,Cakes,"non vegetarian,baked,sweet"
24527,Allen-Allen,International ,"vegetarian, fried "
7939,"Bean, Scott and Spencer",International ,"vegetarian, fried "
13143,"Stevens, Rowe and Reynolds",International ,"non vegetarian, fried "
4419,"Cantu, Johnson and Garcia",International ,"vegetarian,frozen food"
3962,Stephens-Chavez,International ,"vegetarian, fried "
32932,Guerra LLC,International ,"non vegetarian,frozen food"
5629,"Orr, Watson and Ortiz",International ,"vegetarian,frozen food"
841,Warner-Miller,International ,"non vegetarian,frozen food"
10177,Thompson Group,Cookies/Biscuits,"vegetarian,baked"
904,"Johnson, Hoover and Kelly",Crepes,non vegetarian
25495,"Costa, Williams and Wolfe",Crepes,non vegetarian
3294,Forbes-Lane,Crepes,non vegetarian
33808,Bryant-Garcia,Crepes,vegetarian
3020,Williams Inc,Crepes,vegetarian
11005,Gordon Inc,Crepes,vegetarian
1427,Carrillo-Mclaughlin,Protien Bars,"vegan,gluten free,healthy"
5723,Reynolds Ltd,Protien Bars,"vegan,healthy"
1139,"Myers, Cooley and Montes",Protien Bars,"non vegetarian,healthy"
16335,"Snyder, Williamson and Bailey",Protien Bars,"vegetarian,gluten free,healthy"
838,White-Martin,Cookies/Biscuits,"vegetarian,baked"
2083,Miranda-Smith,Cookies/Biscuits,"vegetarian,baked"
14519,Johnson-Clark,Cookies/Biscuits,"vegetarian,baked"
439,"Mitchell, Meyer and Stephenson",Cookies/Biscuits,"vegetarian,baked"
14583,Cole Inc,Cookies/Biscuits,"vegetarian,baked"
5314,"Keller, Ward and Young",Crepes,non vegetarian
10201,Shah-Madden,Crepes,non vegetarian
3599,Turner Ltd,Crepes,non vegetarian
11791,Yoder Inc,Crepes,vegetarian
17963,Nguyen-Johnson,Crepes,vegetarian
9002,"Davila, Willis and Ball",Crepes,vegetarian
2301,"Castillo, Moore and Gilmore",Protien Bars,"vegan,gluten free,healthy"
29123,King-Jones,Protien Bars,"vegan,healthy"
5474,Smith-Thomas,Protien Bars,"non vegetarian,healthy"
14231,"Briggs, Olson and Campbell",Protien Bars,"vegetarian,gluten free,healthy"
1202,Vargas-Mckee,Cakes,"vegan,healthy"
18767,Ortiz-Reid,Bread Products,vegan
23365,Palmer-Davis,Bread Products,"vegan,healthy"
2981,"Jones, Andrews and Page",International ,vegan
18755,Raymond and Sons,Bread Products,vegan
7491,Allen-Flores,Yogurt ,"vegan,healthy"
33045,"Simon, Anderson and Williams",Bread Products,vegan
4003,"Jones, Rodriguez and Ryan",Cookies/Biscuits,vegan
23409,Smith-Oliver,Crepes,vegan
1324,Johnston-Garcia,International ,vegan
498,Hamilton-Zavala,Cakes,"vegetarian,baked,sweet"
14095,Warren-Thompson,Jams,vegetarian
2049,Ellis-Hunt,Cakes,"vegetarian,baked,sweet"
17815,Jones-Martinez,Bread Products,"vegetarian,baked"
4129,"Lawson, Nelson and Webster",International ,"vegetarian,frozen food"
12449,Preston-Nguyen,International ,"vegetarian,frozen food"
29765,"Bates, Howard and Gardner",International ,"vegetarian,frozen food"
7415,"Kent, Rose and Patrick",Cakes,"vegetarian,baked"
10481,"Dennis, Massey and Thomas",Cookies/Biscuits,"vegetarian,baked"
2332,Wood and Sons,Bread Products,"vegetarian,baked"
7468,"Aguilar, Ali and Pratt",Bread Products,"non vegetarian,baked"
11547,Stark LLC,Cakes,non vegetarian
10525,"Hamilton, Bender and Bailey",Bread Products,"non vegetarian,baked,salty"
32309,"Flynn, Weaver and Brown",Bread Products,"non vegetarian,baked"
686,Ray-Barron,Cakes,"non vegetarian,sweet"
9794,Levine Ltd,International ,"non vegetarian,frozen food"
648,"Robertson, Lam and Riley",Cookies/Biscuits,"non vegetarian,baked"
4484,"Adams, Vargas and Stewart",International ,"non vegetarian,frozen food"
20053,Sellers-Bond,Cakes,"non vegetarian,baked"
5133,Smith-Reynolds,Cakes,"non vegetarian,baked"
6074,"Martin, Lewis and Perry",Candy,"vegetarian,sweet,artificial flavours"
2689,Jones LLC,Candy,"vegetarian,sweet,artificial flavours"
21523,Hernandez Ltd,Candy,"vegetarian,sweet,artificial flavours"
2823,Shields LLC,Candy,"vegetarian,sweet,artificial flavours"
5289,Williams PLC,Candy,"vegetarian,sweet,artificial flavours"
12877,Norton Ltd,Candy,"vegetarian,sweet,artificial flavours,gluten free"
2830,Johnson-Price,Candy,"vegetarian,sweet,artificial flavours"
1283,"Robinson, Price and Clark",Candy,"vegetarian,sweet,artificial flavours"
7290,Miller Inc,Candy,"vegetarian,sweet,artificial flavours,gluten free"
2287,Molina-Steele,Candy,"vegetarian,sweet,artificial flavours"
1056,"Johnson, Levine and Rasmussen",Chips,"vegetarian,baked"
10477,Leon-Stewart,Chips,"vegetarian,baked, cheese"
4713,"Malone, Brooks and Herrera",Chips,"vegetarian,baked, spicy"
3406,"Morgan, Austin and Smith",Chips,"vegetarian,baked,salty"
5876,"Anderson, Lloyd and Weaver",Chips,"vegetarian,baked, cheese"
9951,Russell and Sons,Chips,"vegetarian,baked, spicy"
2092,"Walsh, Edwards and Thornton",Chips,"vegetarian,baked,salty "
1909,Franklin LLC,Chips,"vegetarian,baked, cheese"
13789,Snyder-Martinez,Chips,"vegetarian,baked"
8792,"Johnson, Snyder and Harvey",Chips,"vegetarian,baked, spicy"
32927,Gonzalez PLC,Chocolates,"vegan, chocolate,gluten free,sweet"
5584,Wade Inc,Chocolates,"vegan, chocolate,gluten free,salty"
7876,"Rojas, Curtis and Brown",Chocolates,"vegan, dark chocolate,gluten free, bitter"
20555,Christensen PLC,Chocolates,"vegan, chocolate,gluten free,sweet"
854,Holmes Group,Chocolates,"vegan, chocolate,salty"
33902,Rich Inc,Chocolates,"vegan, chocolate, extra dark"
2388,Cruz PLC,Chocolates,"vegan, chocolate, extra dark"
31221,Garrett Group,Chocolates,"vegan, dark chocolate,gluten free, bitter"
5462,Thompson-Morgan,Candy,"vegetarian,sweet, fruit flavours,gluten free"
28251,"Avila, Cook and Jones",Candy,"vegetarian,sweet, fruit flavours "
31551,"Miller, Ford and Weaver",Candy,"vegetarian,sweet, fruit flavours "
14949,"Khan, Chen and Lopez",Candy,"vegetarian,sweet, fruit flavours,gluten free"
7739,Espinoza PLC,Candy,"vegetarian,sweet, fruit flavours "
8216,"Scott, Sharp and Mitchell",Chocolates,"vegetarian, chocolate,gluten free,sweet"
1224,Jackson-Dawson,Chocolates,"vegetarian, chocolate, caramel"
5421,"Delgado, Nguyen and Mullins",Chocolates,"vegetarian, dark chocolate,gluten free, bitter"
2414,Jordan-Hampton,Chocolates,"vegetarian, chocolate,gluten free,sweet"
22547,Huber-Thompson,Chocolates,"vegetarian, chocolate,salty"
7597,Henderson-George,Chocolates,"vegetarian, chocolate,sweet"
11705,"Gardner, Smith and Pennington",Chocolates,"vegetarian, chocolate, waffer"
5689,Figueroa Inc,Chocolates,"vegetarian, chocolate, waffer"
426,Sexton Ltd,Chocolates,"vegetarian, dark chocolate, bitter"
7867,Murray Inc,Chocolates,"vegetarian, chocolate,sweet"
24127,Rodriguez-Ashley,Chocolates,"vegetarian, chocolate,sweet, almonds"
2545,Thomas PLC,Chocolates,"vegetarian, chocolate, caramel"
32548,Jacobs-Williams,Chips,"vegan,baked"
5287,Green LLC,Chips,"vegan,baked, cheese"
6875,"Lewis, Smith and Gonzalez",Chips,"vegan,baked, spicy"
3889,"Mcneil, Hughes and Nixon",Chips,"vegan,baked,salty"
6932,Thomas LLC,Chips,"vegan,baked, cheese"
4461,"Hart, Marshall and Stout",Chips,"vegan,baked, spicy"
8919,Rodriguez LLC,Chips,"vegan,baked,salty "
8431,Lewis and Sons,Chips,"vegan,baked, cheese"
4187,Roberts-Hopkins,Chips,"vegan,baked"
24835,"Wilson, Wells and Welch",Chips,"vegan,baked, spicy"
571,"Davenport, Williams and Young",Chips,"non vegetarian,baked"
2567,Hardy LLC,Chips,"non vegetarian,baked, cheese"
30686,Fields Group,Chips,"non vegetarian,baked, spicy"
6385,Chase Ltd,Chips,"non vegetarian,baked,salty"
13855,Price-Edwards,Chips,"non vegetarian,baked, cheese"
5080,Williams PLC,Chips,"non vegetarian,baked, spicy"
3509,Washington-White,Chips,"non vegetarian,baked,salty "
10301,Jensen and Sons,Chips,"non vegetarian,baked, cheese"
17165,Carpenter-Herrera,Chips,"non vegetarian,baked"
9768,"Johnston, Mendoza and Gilmore",Chips,"non vegetarian,baked, spicy"
7510,Ford-Brock,Cookies/Biscuits,"vegetarian,baked"
8964,Powers Group,Cookies/Biscuits,"vegetarian,baked"
11099,"Ortiz, Friedman and Ford",Cookies/Biscuits,"vegetarian,baked"
13495,Ramirez-Graham,Cookies/Biscuits,"vegetarian,baked"
12121,"Lucas, Knight and Taylor",Cookies/Biscuits,"vegetarian,baked"
2690,Gaines Ltd,Crepes,non vegetarian
6616,Jones-Stevens,Crepes,non vegetarian
2015,"Taylor, Chavez and Kelly",Crepes,non vegetarian
1026,"Wilson, Fisher and Lopez",Crepes,vegetarian
31994,"Johnson, Sawyer and Kennedy",Crepes,vegetarian
1484,Meyers-Taylor,Crepes,vegetarian
204,Morris Group,Protien Bars,"vegan,gluten free,healthy"
7770,"Gutierrez, Shah and Edwards",Protien Bars,"vegan,healthy"
4444,Hines and Sons,Protien Bars,"non vegetarian,healthy"
12589,Schaefer-Morse,Protien Bars,"vegetarian,gluten free,healthy"
9846,Ayers-Castillo,Protien Bars,"vegan,gluten free,healthy"
767,Kelly Inc,Protien Bars,"vegetarian,gluten free,healthy"
2827,Underwood-Collins,Protien Bars,"non vegetarian,healthy"
3506,"Smith, Romero and Love",Protien Bars,"vegetarian,gluten free,healthy"
3840,Ramirez-Zavala,Protien Bars,"vegetarian,gluten free,healthy"
11471,George and Sons,Protien Bars,"non vegetarian,healthy"
6680,Fernandez Inc,Energy Bars,"non vegetarian,healthy"
15883,Taylor Inc,Energy Bars,"vegan,healthy"
2066,Lopez Ltd,Energy Bars,"vegan,healthy"
7427,"Mcintyre, Moreno and Jones",Energy Bars,"non vegetarian,healthy"
2473,Adams Inc,Energy Bars,"vegan,healthy"
31065,Kim-Williams,Energy Bars,"non vegetarian,healthy"
6965,Davis LLC,Energy Bars,"vegetarian,gluten free,healthy"
30922,Schneider-Young,Energy Bars,"vegetarian,gluten free,healthy"
5783,Harrell LLC,Energy Bars,"non vegetarian,healthy"
9423,"White, Sullivan and Morrison",International ,"vegetarian, fried "
6327,Mckee-Vargas,International ,"vegetarian, fried"
32959,"Gardner, Harrison and Martin",Cakes,"vegetarian,baked,sweet"
10581,Murphy-Cook,Yogurt ,vegetarian
1093,Newton and Sons,Yogurt ,"vegan,healthy"
8464,Perez PLC,Yogurt ,"vegetarian,healthy"
7549,Galvan-Murphy,Yogurt ,"vegan,healthy"
756,"Smith, Smith and Pittman",Yogurt ,"vegetarian,healthy"
31669,Rose-Cox,Yogurt ,"non vegetarian,healthy"
30916,Stewart Ltd,Bread Products,"non vegetarian,baked,sweet"
18003,Gutierrez PLC,Bread Products,vegetarian
2179,Wright Inc,Bread Products,"vegetarian,baked,salty"
748,"Moran, Norman and Jones",Bread Products,non vegetarian
31736,"Bell, Carrillo and Davidson",Bread Products,"vegetarian,healthy"
6918,Campbell LLC,Bread Products,"vegetarian,baked,sweet"
28433,Lopez-Bailey,Bread Products,"non vegetarian,healthy"
30100,Hines-Higgins,Bread Products,"non vegetarian,baked,salty"
3135,"Moore, Miller and Moran",Cookies/Biscuits,"non vegetarian,baked"
25567,"Martin, Warren and Gould",Cookies/Biscuits,"vegetarian,gluten free,healthy"
9282,Kim-Warner,Cookies/Biscuits,"vegetarian,gluten free,healthy"
22055,Bradley Inc,Cakes,"vegan,healthy"
1200,Sanders-Glass,Cakes,"vegetarian,baked"
28791,Smith and Sons,Cakes,"vegetarian,baked"
32083,"Cummings, Bush and Santos",Cakes,"non vegetarian,baked,sweet"
3845,Barker Group,International ,"vegetarian, fried "
9043,Conner-Chavez,International ,"vegetarian, fried "
1885,Rodriguez Group,International ,"non vegetarian, fried "
2226,Fernandez LLC,International ,"vegetarian,frozen food"
8842,Howe-Clark,International ,"vegetarian, fried "
31676,"Nash, Reed and Duke",International ,"non vegetarian,frozen food"
14663,"Sims, Serrano and Sparks",International ,"vegetarian,frozen food"
3642,Orr Inc,International ,"non vegetarian,frozen food"
31133,"Richard, Norris and Navarro",Cakes,"vegan,healthy"
17379,"Morse, Bryant and Mendoza",Bread Products,vegan
10199,Aguirre-Garner,Bread Products,"vegan,healthy"
13965,Golden PLC,International ,vegan
4616,"Tate, Richardson and Hart",Bread Products,vegan
1228,Miller PLC,Yogurt ,"vegan,healthy"
21999,"Johnson, Hayes and Sanchez",Bread Products,vegan
17727,Espinoza-Alvarez,Cookies/Biscuits,vegan
1156,Osborne Inc,Crepes,vegan
10354,Walters-Francis,International ,vegan
23735,Serrano-Huffman,Cakes,"vegetarian,baked,sweet"
1955,"Baxter, Good and Williamson",Jams,vegetarian
3595,Meyer Ltd,Cakes,"vegetarian,baked,sweet"
2461,Sweeney Group,Bread Products,"vegetarian,baked"
30168,Kelley-Chase,International ,"vegetarian,frozen food"
2851,Villarreal PLC,International ,"vegetarian,frozen food"
8312,Miller-Nelson,International ,"vegetarian,frozen food"
13927,"Velazquez, Murphy and Barnett",Cakes,"vegetarian,baked"
6889,Jimenez-Garrett,Cookies/Biscuits,"vegetarian,baked"
8928,Ferguson-Garcia,Bread Products,"vegetarian,baked"
25967,Wilcox Ltd,Bread Products,"non vegetarian,baked"
5469,"Callahan, Jones and Perez",Cakes,non vegetarian
6484,Hall and Sons,Bread Products,"non vegetarian,baked,salty"
2693,Ferrell Inc,Bread Products,"non vegetarian,baked"
3813,Maxwell-Ramirez,Cakes,"non vegetarian,sweet"
2322,Dixon-Benitez,International ,"non vegetarian,frozen food"
1234,Wright LLC,Cookies/Biscuits,"non vegetarian,baked"
9944,Perkins-Ramirez,International ,"non vegetarian,frozen food"
6071,Gardner Inc,Cakes,"non vegetarian,baked"
766,Green PLC,Cakes,"non vegetarian,baked"
556,Gibson PLC,Candy,"vegetarian,sweet,artificial flavours"
669,"Mccoy, Everett and Cruz",Candy,"vegetarian,sweet,artificial flavours"
2791,"Hernandez, Ward and Lawrence",Candy,"vegetarian,sweet,artificial flavours"
14049,Diaz PLC,Candy,"vegetarian,sweet,artificial flavours"
11693,Henderson LLC,Candy,"vegetarian,sweet,artificial flavours"
3336,"Taylor, Graham and Morris",Candy,"vegetarian,sweet,artificial flavours,gluten free"
